community_id,total_doctors_in_community,total_orgs_in_community,total_shared_doctors_in_community,zip,cty,st,lat,long
825,12,2,1,35209,BIRMINGHAM,AL,33.468306,-86.80814
826,18,2,5,35235,BIRMINGHAM,AL,33.609779,-86.65507
827,27,2,5,32504,PENSACOLA,FL,30.48787,-87.18937
828,4,2,1,93306,BAKERSFIELD,CA,35.396411,-118.92268
829,137,11,21,14221,BUFFALO,NY,42.977456,-78.73356
830,5,2,1,33759,CLEARWATER,FL,27.980297,-82.71645
831,2,2,2,11021,GREAT NECK,NY,40.787068,-73.72577
832,9,2,8,30223,GRIFFIN,GA,33.268185,-84.27306
833,8,3,7,78735,AUSTIN,TX,30.250761,-97.84469
834,7,3,2,35802,HUNTSVILLE,AL,34.666041,-86.55929
835,4,3,2,33135,MIAMI,FL,25.766577,-80.23576
836,10,3,2,06067,ROCKY HILL,CT,41.660949,-72.66098
837,279,25,47,33021,HOLLYWOOD,FL,26.023634,-80.18922
838,7,2,1,27609,RALEIGH,NC,35.844753,-78.63263
839,6,3,2,91762,ONTARIO,CA,34.057561,-117.66563
840,18,3,2,99206,SPOKANE VALLEY,WA,47.646994,-117.25912
841,14,2,1,33484,DELRAY BEACH,FL,26.458152,-80.1356
842,72,3,36,28036,DAVIDSON,NC,35.490772,-80.82576
843,26,5,17,60062,NORTHBROOK,IL,42.124576,-87.84303
844,9,2,1,32216,JACKSONVILLE,FL,30.28374,-81.58359
845,4,2,1,07010,CLIFFSIDE PARK,NJ,40.82154,-73.98949
846,27,3,2,48322,WEST BLOOMFIELD,MI,42.541268,-83.37551
847,21,5,4,91403,SHERMAN OAKS,CA,34.152513,-118.46396
848,4,2,1,65775,WEST PLAINS,MO,36.719145,-91.87408
849,3,2,2,38320,CAMDEN,TN,36.050286,-88.10137
850,4,2,1,08902,NORTH BRUNSWICK,NJ,40.453131,-74.48287
851,6,2,1,19020,BENSALEM,PA,40.10386,-74.93734
852,49,2,20,94118,SAN FRANCISCO,CA,37.782029,-122.46158
853,39,9,20,19341,EXTON,PA,40.040505,-75.63425
854,6,2,1,08050,MANAHAWKIN,NJ,39.707575,-74.25933
855,23,2,1,60411,CHICAGO HEIGHTS,IL,41.511307,-87.6101
856,21,3,6,78229,SAN ANTONIO,TX,29.499454,-98.57166
857,20,4,2,07016,CRANFORD,NJ,40.656302,-74.30371
858,6,2,1,68135,OMAHA,NE,41.203791,-96.17862
859,3,2,1,62226,SWANSEA,IL,38.53895,-90.00104
860,26,2,1,20735,CLINTON,MD,38.753264,-76.89913
861,17,4,3,35473,NORTHPORT,AL,33.260567,-87.58945
862,10,2,1,83622,GARDEN VALLEY,ID,44.103121,-115.9354
863,5,2,4,66502,MANHATTAN,KS,39.184986,-96.56932
864,4,2,2,75965,NACOGDOCHES,TX,31.649582,-94.638278
865,3,2,2,28146,SALISBURY,NC,35.614422,-80.43115
866,15,2,3,20165,STERLING,VA,39.044855,-77.38701
867,4,2,3,48734,FRANKENMUTH,MI,43.340413,-83.74123
868,13,10,8,78582,RIO GRANDE CITY,TX,26.445982,-98.69332
869,16,3,2,85286,CHANDLER,AZ,33.850506,-112.05927
870,3,2,1,36305,DOTHAN,AL,31.214832,-85.47402
871,46,12,15,08540,PRINCETON,NJ,40.357439,-74.64922
872,60,4,3,60047,LAKE ZURICH,IL,42.199957,-88.05859
873,12,2,1,34748,LEESBURG,FL,28.797245,-81.88466
874,7,2,1,85017,PHOENIX,AZ,33.514092,-112.12285
875,5,2,2,65109,JEFFERSON CITY,MO,38.568287,-92.25329
876,12,2,3,30341,ATLANTA,GA,33.888102,-84.29321
877,101,5,3,40202,LOUISVILLE,KY,38.252854,-85.75137
878,7,3,2,20155,GAINESVILLE,VA,38.803732,-77.62404
879,16,2,1,22304,ALEXANDRIA,VA,38.813013,-77.11667
880,3,2,3,13440,ROME,NY,43.217069,-75.45531
881,5,2,3,35801,HUNTSVILLE,AL,34.72879,-86.57316
882,3,2,2,44004,ASHTABULA,OH,41.871212,-80.79178
883,13,3,2,53005,BROOKFIELD,WI,43.060872,-88.09478
884,2,2,2,11710,NORTH BELLMORE,NY,40.673438,-73.53382
885,49,2,1,98503,LACEY,WA,47.027082,-122.80359
886,7,2,1,73013,EDMOND,OK,35.623805,-97.47909
887,7,2,2,97301,SALEM,OR,44.926644,-122.98694
888,4,2,4,80210,DENVER,CO,39.679437,-104.96473
889,5,2,1,81324,DOVE CREEK,CO,37.775543,-108.92455
890,7,2,1,08755,TOMS RIVER,NJ,40.010092,-74.23032
891,26,6,14,29464,MT PLEASANT,SC,32.813518,-79.85899
892,5,2,5,80487,STEAMBOAT SPRINGS,CO,40.502772,-106.87521
893,11,3,2,18966,SOUTHAMPTON,PA,40.184745,-75.00831
894,7,3,2,98311,BREMERTON,WA,47.629717,-122.63493
895,8,4,3,33461,PALM SPRINGS,FL,26.621145,-80.08976
896,5,4,1,31217,MACON,GA,32.839005,-83.56749
897,4,2,1,59102,BILLINGS,MT,45.778852,-108.5742
898,2,2,2,60134,GENEVA,IL,41.885728,-88.31957
899,7,2,2,58501,BISMARCK,ND,46.83962,-100.7723
900,5,2,2,74006,BARTLESVILLE,OK,36.733398,-95.92404
901,6,3,2,92868,ORANGE,CA,33.787266,-117.87494
902,96,3,3,55430,BROOKLYN CENTER,MN,45.059265,-93.29977
903,15,3,2,68510,LINCOLN,NE,40.807106,-96.65634
904,82,2,1,46260,INDIANAPOLIS,IN,39.898107,-86.18232
905,6,3,3,96713,HANA,HI,20.739217,-156.03893
906,2,2,2,42503,SOMERSET,KY,37.112274,-84.588
907,7,2,1,75247,DALLAS,TX,32.817978,-96.87928
908,7,3,2,38606,BATESVILLE,MS,34.309659,-89.963
909,13,2,1,77339,KINGWOOD,TX,30.053368,-95.21807
910,6,2,1,86403,LAKE HAVASU CITY,AZ,34.483582,-114.33694
911,19,6,5,46804,FORT WAYNE,IN,41.054247,-85.23878
912,8,2,3,68601,COLUMBUS,NE,41.437838,-97.37192
913,23,3,3,60638,CHICAGO,IL,41.787982,-87.7738
914,107,12,13,14521,OVID,NY,42.699637,-76.82964
915,66,5,3,35758,MADISON,AL,34.715065,-86.73964
916,15,3,2,52241,CORALVILLE,IA,41.688215,-91.58676
917,59,4,2,67114,NEWTON,KS,38.051679,-97.323
918,4,2,1,85364,YUMA,AZ,32.704499,-114.64644
919,13,4,3,29485,SUMMERVILLE,SC,32.983408,-80.17627
920,9,7,3,29576,MURRELLS INLET,SC,33.568115,-79.03226
921,27,3,2,86303,PRESCOTT,AZ,34.515939,-112.45399
922,32,3,2,11757,LINDENHURST,NY,40.690049,-73.37442
923,26,5,4,70601,LAKE CHARLES,LA,30.226399,-93.20496
924,25,3,2,54724,BLOOMER,WI,45.101683,-91.48415
925,6,2,1,25550,POINT PLEASANT,WV,38.87018,-82.10751
926,23,2,1,66503,MANHATTAN,KS,39.241083,-96.64914
927,13,2,1,18042,EASTON,PA,40.681798,-75.22082
928,5,2,1,34471,OCALA,FL,29.171187,-82.10394
929,3,3,2,11758,MASSAPEQUA,NY,40.68085,-73.46289
930,15,2,1,85053,PHOENIX,AZ,33.629911,-112.13122
931,10,3,3,55118,W SAINT PAUL,MN,44.903165,-93.10026
932,18,2,1,72653,MOUNTAIN HOME,AR,36.329026,-92.35781
933,7,2,5,38063,RIPLEY,TN,35.637993,-89.86859
934,24,2,3,78704,AUSTIN,TX,30.246309,-97.76087
935,7,3,5,71101,SHREVEPORT,LA,32.505352,-93.74861
936,5,2,1,28348,HOPE MILLS,NC,34.954709,-78.93744
937,5,2,1,42635,PINE KNOT,KY,36.663153,-84.41611
938,3,2,1,78258,SAN ANTONIO,TX,29.649797,-98.50406
939,4,2,1,77354,MAGNOLIA,TX,30.194267,-95.63918
940,3,2,3,27540,HOLLY SPRINGS,NC,35.643545,-78.83486
941,6,2,1,38701,GREENVILLE,MS,33.380388,-91.05187
942,4,2,1,33326,SUNRISE,FL,26.112366,-80.37697
943,3,2,1,44145,WESTLAKE,OH,41.454439,-81.92865
944,178,18,20,43215,COLUMBUS,OH,39.965131,-83.00431
945,8,2,4,97055,SANDY,OR,45.375143,-122.21021
946,4,2,1,10977,SPRING VALLEY,NY,41.116795,-74.04504
947,47,5,12,89052,HENDERSON,NV,35.979863,-115.09895
948,11,2,1,30024,SUWANEE,GA,34.052698,-84.07485
949,11,4,5,07607,MAYWOOD,NJ,40.90503,-74.06279
950,13,2,1,06418,DERBY,CT,41.323005,-73.08433
951,26,2,1,33428,BOCA RATON,FL,26.348354,-80.21841
952,4,2,1,34209,BRADENTON,FL,27.488866,-82.62737
953,6,3,2,79911,EL PASO,TX,31.694842,-106.299987
954,41,3,2,37129,MURFREESBORO,TN,35.896645,-86.42425
955,4,2,4,75402,GREENVILLE,TX,33.082411,-96.08977
956,6,2,1,67068,KINGMAN,KS,37.618339,-98.10612
957,4,2,1,78723,AUSTIN,TX,30.306507,-97.68651
958,17,4,9,92595,WILDOMAR,CA,33.614385,-117.2608
959,17,4,5,11213,BROOKLYN,NY,40.670937,-73.93459
960,41,2,1,84321,LOGAN,UT,41.730637,-111.78042
961,24,2,2,34232,SARASOTA,FL,27.321313,-82.47648
962,11,2,2,44512,BOARDMAN,OH,41.032675,-80.66467
963,6,2,1,92056,OCEANSIDE,CA,33.195354,-117.28232
964,35,2,2,84124,SALT LAKE CITY,UT,40.680064,-111.8222
965,12,4,11,07701,RED BANK,NJ,40.352953,-74.07703
966,11,2,1,21044,COLUMBIA,MD,39.21536,-76.87823
967,5,2,1,10306,STATEN ISLAND,NY,40.569394,-74.11785
968,21,2,1,28657,NEWLAND,NC,36.049348,-81.94286
969,8,2,8,97227,PORTLAND,OR,45.543831,-122.67497
970,5,2,1,32935,MELBOURNE,FL,28.13926,-80.65077
971,12,2,1,42001,PADUCAH,KY,37.066543,-88.65687
972,4,2,1,39652,MAGNOLIA,MS,31.117097,-90.45287
973,19,3,3,86314,PRESCOTT VALLEY,AZ,34.621743,-112.32176
974,9,2,1,37862,SEVIERVILLE,TN,35.818653,-83.59197
975,4,2,1,79714,ANDREWS,TX,32.345871,-102.56767
976,6,2,1,80601,BRIGHTON,CO,39.973251,-104.82407
977,2,2,2,48212,DETROIT,MI,42.410037,-83.05826
978,6,2,2,01824,CHELMSFORD,MA,42.595491,-71.3544
979,7,2,2,81212,CANON CITY,CO,38.464212,-105.27973
980,6,2,1,76086,WEATHERFORD,TX,32.77516,-97.77987
981,20,2,4,03110,BEDFORD,NH,42.942551,-71.51993
982,33,10,15,92708,FOUNTAIN VALLEY,CA,33.708618,-117.95629
983,5,3,2,57201,WATERTOWN,SD,44.916657,-97.11346
984,5,3,2,37415,CHATTANOOGA,TN,35.116285,-85.28466
985,72,6,11,34135,ESTERO,FL,26.348523,-81.77391
986,4,2,1,52722,BETTENDORF,IA,41.551883,-90.48975
987,6,2,4,59718,BOZEMAN,MT,45.680811,-111.137
988,21,3,2,60093,NORTHFIELD,IL,42.104127,-87.75016
989,28,3,1,41017,CRESTVIEW HILLS,KY,39.036361,-84.56801
990,22,2,1,40207,LOUISVILLE,KY,38.257489,-85.65134
991,3,2,1,33013,HIALEAH,FL,25.860373,-80.27174
992,49,3,2,93003,VENTURA,CA,34.268736,-119.2249
993,24,2,1,30458,STATESBORO,GA,32.423083,-81.80677
994,2,3,2,90280,SOUTH GATE,CA,33.944264,-118.1949
995,16,3,2,81301,DURANGO,CO,37.295888,-107.84945
996,6,3,1,26038,GLEN DALE,WV,39.951586,-80.74994
997,12,2,1,84403,OGDEN,UT,41.188093,-111.94608
998,4,2,1,72401,JONESBORO,AR,35.844795,-90.68443
999,11,2,1,06320,NEW LONDON,CT,41.352498,-72.10338
1000,5,2,2,24592,SOUTH BOSTON,VA,36.701855,-78.92008
1001,30,2,1,33486,BOCA RATON,FL,26.344955,-80.11226
1002,5,4,1,07002,BAYONNE,NJ,40.666552,-74.11768
1003,7,2,1,20874,GERMANTOWN,MD,39.169859,-77.27564
1004,7,5,5,65037,LAURIE,MO,38.232201,-92.82494
1005,7,2,2,10016,NEW YORK,NY,40.74618,-73.97759
1006,12,4,3,10019,NEW YORK,NY,40.765714,-73.9856
1007,5,2,1,07751,MORGANVILLE,NJ,40.361014,-74.26595
1008,6,2,1,02920,CRANSTON,RI,41.7715,-71.46485
1009,7,2,1,08857,OLD BRIDGE,NJ,40.397507,-74.3298
1010,2,2,2,36330,ENTERPRISE,AL,31.32579,-85.84117
1011,71,9,22,39759,STARKVILLE,MS,33.450215,-88.82383
1012,16,2,1,97701,BEND,OR,44.091256,-121.29769
1013,7,2,1,12208,ALBANY,NY,42.654978,-73.80053
1014,7,2,1,79936,EL PASO,TX,31.766355,-106.29828
1015,4,2,1,87110,ALBUQUERQUE,NM,35.106396,-106.57927
1016,3,2,1,48503,FLINT,MI,43.011227,-83.69291
1017,3,2,2,91320,NEWBURY PARK,CA,34.175038,-118.93956
1018,5,3,4,27519,CARY,NC,35.76812,-78.829548
1019,10,5,8,36117,MONTGOMERY,AL,32.373714,-86.16443
1020,6,2,2,92075,SOLANA BEACH,CA,32.997543,-117.26087
1021,6,2,3,32174,ORMOND BEACH,FL,29.284924,-81.10296
1022,10,2,1,22192,WOODBRIDGE,VA,38.678451,-77.30657
1023,26,5,3,75231,DALLAS,TX,32.874317,-96.74764
1024,5,2,2,46074,WESTFIELD,IN,40.041325,-86.15262
1025,11,2,1,27055,YADKINVILLE,NC,36.12301,-80.64557
1026,36,2,1,36117,MONTGOMERY,AL,32.373714,-86.16443
1027,9,2,1,07981,WHIPPANY,NJ,40.821482,-74.42648
1028,12,2,2,07002,BAYONNE,NJ,40.666552,-74.11768
1029,14,7,8,37129,MURFREESBORO,TN,35.896645,-86.42425
1030,8,2,1,91767,POMONA,CA,34.080143,-117.73861
1031,32,2,1,18704,KINGSTON,PA,41.274748,-75.89076
1032,5,2,1,46350,LA PORTE,IN,41.605749,-86.71983
1033,3,2,2,06071,SOMERS,CT,41.995851,-72.45336
1034,16,2,1,60004,ARLINGTON HEIGHTS,IL,42.108428,-87.97723
1035,3,2,1,41339,JACKSON,KY,37.533559,-83.34547
1036,8,6,7,39157,RIDGELAND,MS,32.420814,-90.13134
1037,83,5,5,40324,GEORGETOWN,KY,38.221179,-84.55465
1038,6,2,1,15202,PITTSBURGH,PA,40.502918,-80.0704
1039,9,2,5,32204,JACKSONVILLE,FL,30.323806,-81.68174
1040,5,3,3,98107,SEATTLE,WA,47.66747,-122.37468
1041,16,2,4,52245,IOWA CITY,IA,41.662083,-91.50834
1042,2,2,2,63136,SAINT LOUIS,MO,38.73835,-90.26154
1043,5,3,2,40143,HARDINSBURG,KY,37.777083,-86.48345
1044,20,2,13,89106,LAS VEGAS,NV,36.184219,-115.16292
1045,21,2,3,14221,WILLIAMSVILLE,NY,42.977456,-78.73356
1046,6,2,1,90250,HAWTHORNE,CA,33.914614,-118.35092
1047,6,2,1,16701,BRADFORD,PA,41.943791,-78.65448
1048,7,2,1,17050,MECHANICSBURG,PA,40.249543,-77.002296
1049,8,2,4,30062,MARIETTA,GA,33.99605,-84.47464
1050,5,3,2,67205,WICHITA,KS,37.738348,-97.42917
1051,6,2,3,84074,TOOELE,UT,40.560528,-112.29455
1052,7,2,1,66044,LAWRENCE,KS,38.983551,-95.23202
1053,13,2,2,16105,NEW CASTLE,PA,41.038205,-80.34539
1054,8,2,1,35903,GADSDEN,AL,33.996698,-85.92496
1055,34,2,28,79106,AMARILLO,TX,35.204652,-101.88353
1056,38,5,5,82510,ARAPAHOE,WY,42.981091,-108.60194
1057,7,2,1,49120,NILES,MI,41.828055,-86.23981
1058,2,2,2,99202,SPOKANE,WA,47.656692,-117.37899
1059,3,2,1,28372,PEMBROKE,NC,34.69004,-79.18802
1060,3,2,1,75601,LONGVIEW,TX,32.505248,-94.73172
1061,7,2,1,10021,NEW YORK,NY,40.76842,-73.96045
1062,4,2,1,12020,BALLSTON SPA,NY,43.006309,-73.8604
1063,8,2,1,93277,VISALIA,CA,36.311,-119.32637
1064,3,2,3,32904,WEST MELBOURNE,FL,28.073891,-80.67167
1065,16,4,2,11223,BROOKLYN,NY,40.598142,-73.97229
1066,5,3,3,37027,BRENTWOOD,TN,36.007373,-86.79121
1067,8,2,2,62401,EFFINGHAM,IL,39.123807,-88.56
1068,7,2,2,19154,PHILADELPHIA,PA,40.09146,-74.97719
1069,5,2,1,96813,HONOLULU,HI,21.313033,-157.85615
1070,10,2,3,38242,PARIS,TN,36.300311,-88.32891
1071,4,3,2,48161,MONROE,MI,41.904793,-83.41669
1072,4,3,3,36117,MONTGOMERY,AL,32.373714,-86.16443
1073,5,2,5,10002,NEW YORK,NY,40.71704,-73.987
1074,5,2,1,85712,TUCSON,AZ,32.249551,-110.8878
1075,29,2,2,33426,BOYNTON BEACH,FL,26.529581,-80.08226
1076,3,2,1,11102,ASTORIA,NY,40.771286,-73.92462
1077,7,2,1,48917,LANSING,MI,42.735535,-84.62698
1078,6,2,1,29801,AIKEN,SC,33.569885,-81.71368
1079,5,2,1,83702,BOISE,ID,43.627734,-116.20756
1080,48,2,2,39213,JACKSON,MS,32.356489,-90.2106
1081,7,2,1,21617,CENTREVILLE,MD,39.049697,-76.05309
1082,2,2,2,02169,QUINCY,MA,42.250739,-70.99593
1083,5,4,1,10022,NEW YORK,NY,40.759015,-73.96732
1084,32,3,18,84120,WEST VALLEY CITY,UT,40.688246,-111.99899
1085,10,2,1,29150,SUMTER,SC,33.916418,-80.35738
1086,3,2,2,48603,SAGINAW,MI,43.441975,-84.01177
1087,4,2,3,96706,EWA BEACH,HI,21.338055,-158.02499
1088,6,3,4,49506,GRAND RAPIDS,MI,42.945727,-85.61899
1089,2,2,2,96734,KAILUA,HI,21.3949,-157.74529
1090,2,2,2,48732,ESSEXVILLE,MI,43.605861,-83.81298
1091,9,2,3,19004,BALA CYNWYD,PA,40.012862,-75.23309
1092,4,2,1,77089,HOUSTON,TX,29.589831,-95.22251
1093,9,2,1,32904,W MELBOURNE,FL,28.073891,-80.67167
1094,24,4,3,23185,WILLIAMSBURG,VA,37.256301,-76.70024
1095,5,2,1,64114,KANSAS CITY,MO,38.966056,-94.59641
1096,77,9,11,93720,FRESNO,CA,36.865587,-119.75917
1097,13,2,2,92663,NEWPORT BEACH,CA,33.619221,-117.93087
1098,56,2,44,55416,SAINT LOUIS PARK,MN,44.946664,-93.34215
1099,5,2,1,65711,MOUNTAIN GROVE,MO,37.176376,-92.27609
1100,14,2,1,76104,FORT WORTH,TX,32.730265,-97.32002
1101,7,2,1,15202,BELLEVUE,PA,40.502918,-80.0704
1102,6,2,1,31707,ALBANY,GA,31.568073,-84.22644
1103,7,3,6,90212,BEVERLY HILLS,CA,34.060859,-118.40191
1104,14,2,1,02379,WEST BRIDGEWATER,MA,42.02195,-71.01878
1105,11,3,2,60462,ORLAND PARK,IL,41.623532,-87.83542
1106,10,2,1,90755,SIGNAL HILL,CA,33.801783,-118.168691
1107,2,2,2,43140,LONDON,OH,39.892676,-83.43643
1108,7,2,1,49091,STURGIS,MI,41.822244,-85.43234
1109,9,2,1,68361,GENEVA,NE,40.516034,-97.60056
1110,20,5,4,08857,OLD BRIDGE,NJ,40.397507,-74.3298
1111,6,2,1,36207,ANNISTON,AL,33.651673,-85.75895
1112,5,2,1,76063,MANSFIELD,TX,32.57701,-97.13485
1113,49,3,2,33950,PUNTA GORDA,FL,26.914393,-82.04106
1114,5,2,1,92037,LA JOLLA,CA,32.838761,-117.26159
1115,9,3,3,40507,LEXINGTON,KY,38.047408,-84.49627
1116,16,2,1,11706,BAY SHORE,NY,40.729098,-73.25607
1117,5,2,1,77091,HOUSTON,TX,29.852975,-95.43586
1118,3,2,1,40324,GEORGETOWN,KY,38.221179,-84.55465
1119,5,2,1,53916,BEAVER DAM,WI,43.456814,-88.84058
1120,12,3,2,93465,TEMPLETON,CA,35.54464,-120.72428
1121,3,2,2,27804,ROCKY MOUNT,NC,35.973773,-77.82694
1122,3,2,2,77007,HOUSTON,TX,29.772627,-95.40319
1123,20,2,1,83404,IDAHO FALLS,ID,43.465998,-112.01425
1124,7,2,1,20707,LAUREL,MD,39.098475,-76.86571
1125,5,2,2,38120,MEMPHIS,TN,35.124818,-89.86562
1126,27,2,5,96814,HONOLULU,HI,21.300167,-157.84777
1127,16,5,2,85204,MESA,AZ,33.400127,-111.78594
1128,4,2,1,13440,ROME,NY,43.217069,-75.45531
1129,3,2,3,32539,CRESTVIEW,FL,30.757479,-86.51088
1130,2,2,2,60423,FRANKFORT,IL,41.501178,-87.83875
1131,8,2,1,39209,JACKSON,MS,32.325512,-90.25709
1132,43,3,2,77802,BRYAN,TX,30.655348,-96.34056
1133,5,2,1,64118,GLADSTONE,MO,39.213082,-94.57248
1134,4,2,1,45458,CENTERVILLE,OH,39.60828,-84.16413
1135,34,8,11,92614,IRVINE,CA,33.680408,-117.82592
1136,4,2,1,48066,ROSEVILLE,MI,42.503285,-82.93851
1137,4,2,1,21403,ANNAPOLIS,MD,38.946462,-76.48358
1138,9,2,3,66441,JUNCTION CITY,KS,39.01585,-96.83653
1139,3,2,1,37211,NASHVILLE,TN,36.079259,-86.72584
1140,5,2,4,83404,IDAHO FALLS,ID,43.465998,-112.01425
1141,2,2,2,98837,MOSES LAKE,WA,47.133606,-119.28455
1142,15,2,1,34120,NAPLES,FL,26.275676,-81.59586
1143,28,5,3,98584,SKOKOMISH NATION,WA,47.224044,-123.10538
1144,25,3,3,98011,BOTHELL,WA,47.751471,-122.20257
1145,32,5,5,59404,GREAT FALLS,MT,47.514307,-111.34499
1146,11,2,1,91203,GLENDALE,CA,34.152757,-118.2658
1147,2,2,2,50701,WATERLOO,IA,42.473536,-92.36382
1148,280,14,79,84414,PLEASANT VIEW,UT,41.314075,-111.96366
1149,6,2,4,07410,FAIR LAWN,NJ,40.933943,-74.11671
1150,34,2,1,99201,SPOKANE,WA,47.663945,-117.43185
1151,31,2,2,20147,ASHBURN,VA,39.041978,-77.49064
1152,54,2,1,30605,ATHENS,GA,33.925085,-83.34529
1153,12,4,5,48072,BERKLEY,MI,42.497035,-83.18532
1154,10,2,2,14304,NIAGARA FALLS,NY,43.091106,-78.96249
1155,37,9,10,91405,VAN NUYS,CA,34.199704,-118.44724
1156,10,2,1,94538,FREMONT,CA,37.527237,-121.9679
1157,10,2,1,99654,WASILLA,AK,61.580187,-149.48821
1158,16,5,6,06840,NEW CANAAN,CT,41.150146,-73.49178
1159,30,5,6,30004,ALPHARETTA,GA,34.119177,-84.30292
1160,15,2,1,78130,NEW BRAUNFELS,TX,29.699844,-98.10754
1161,7,2,4,13838,SIDNEY,NY,42.304177,-75.39563
1162,13,2,1,95823,SACRAMENTO,CA,38.477508,-121.44561
1163,5,2,1,07090,WESTFIELD,NJ,40.649202,-74.34567
1164,5,2,1,06360,NORWICH,CT,41.533848,-72.06232
1165,30,4,6,14642,ROCHESTER,NY,43.286024,-77.684264
1166,4,2,1,11733,E SETAUKET,NY,40.932053,-73.10666
1167,3,2,1,10583,SCARSDALE,NY,40.98845,-73.79716
1168,11,2,1,77521,BAYTOWN,TX,29.784579,-94.97588
1169,14,4,4,44119,EUCLID,OH,41.586749,-81.54584
1170,3,3,2,77375,TOMBALL,TX,30.073775,-95.61882
1171,5,2,1,71753,MAGNOLIA,AR,33.249608,-93.20427
1172,28,3,2,63128,SAINT LOUIS,MO,38.500734,-90.37113
1173,15,2,1,11530,GARDEN CITY,NY,40.725257,-73.64056
1174,3,2,1,46767,LIGONIER,IN,41.464213,-85.59288
1175,7,2,2,85286,CHANDLER,AZ,33.850506,-112.05927
1176,2,2,2,71857,PRESCOTT,AR,33.806886,-93.36595
1177,14,3,4,97601,KLAMATH FALLS,OR,42.282428,-121.88447
1178,6,2,1,21204,BALTIMORE,MD,39.405606,-76.62648
1179,3,2,2,90720,LOS ALAMITOS,CA,33.794028,-118.07218
1180,9,2,1,21045,COLUMBIA,MD,39.207523,-76.82527
1181,40,5,29,92037,LA JOLLA,CA,32.838761,-117.26159
1182,3,2,2,60638,CHICAGO,IL,41.787982,-87.7738
1183,5,3,2,72501,BATESVILLE,AR,35.78108,-91.63835
1184,10,3,2,78852,EAGLE PASS,TX,28.716242,-100.48058
1185,3,2,1,80917,COLORADO SPRINGS,CO,38.888394,-104.73975
1186,5,2,1,98409,TACOMA,WA,47.208987,-122.48053
1187,16,2,1,21093,LUTHERVILLE,MD,39.435789,-76.63614
1188,80,6,17,99508,ANCHORAGE,AK,61.203953,-149.8144
1189,7,2,1,49770,PETOSKEY,MI,45.360111,-84.93774
1190,6,2,1,93662,SELMA,CA,36.566779,-119.62201
1191,12,4,3,76009,ALVARADO,TX,32.408183,-97.20956
1192,2,2,2,91754,MONTEREY PARK,CA,34.048207,-118.14161
1193,15,2,1,33908,FORT MYERS,FL,26.502677,-81.93052
1194,17,2,1,77713,BEAUMONT,TX,30.090135,-94.2467
1195,4,2,1,60451,NEW LENOX,IL,41.509231,-87.96475
1196,3,2,1,31021,DUBLIN,GA,32.526359,-82.93375
1197,7,2,1,32703,APOPKA,FL,28.658395,-81.50319
1198,13,2,1,72212,LITTLE ROCK,AR,34.783505,-92.40807
1199,3,2,1,07446,RAMSEY,NJ,41.058819,-74.14238
1200,4,2,2,48917,LANSING,MI,42.735535,-84.62698
1201,9,2,2,66061,OLATHE,KS,38.889784,-94.85558
1202,41,3,2,99202,SPOKANE,WA,47.656692,-117.37899
1203,6,2,2,80222,DENVER,CO,39.669237,-104.92766
1204,59,2,4,89052,HENDERSON,NV,35.979863,-115.09895
1205,44,5,22,28025,CONCORD,NC,35.400407,-80.56574
1206,24,2,1,40353,MOUNT STERLING,KY,38.061248,-83.92964
1207,3,2,1,75231,DALLAS,TX,32.874317,-96.74764
1208,5,3,4,28650,MAIDEN,NC,35.575785,-81.18843
1209,101,5,26,42101,BOWLING GREEN,KY,37.010643,-86.46145
1210,5,2,1,33050,MARATHON,FL,24.731758,-81.0278
1211,6,3,6,85020,PHOENIX,AZ,33.563663,-112.05519
1212,3,2,2,44483,WARREN,OH,41.252748,-80.80773
1213,2,2,2,12428,ELLENVILLE,NY,41.727588,-74.42061
1214,5,2,1,78230,SAN ANTONIO,TX,29.539562,-98.55253
1215,8,4,3,23517,NORFOLK,VA,36.870197,-76.29271
1216,3,2,1,56601,BEMIDJI,MN,47.504496,-94.87105
1217,7,3,3,39503,GULFPORT,MS,30.461786,-89.10381
1218,21,5,4,76252,MEUNSTER,TX,33.661889,-97.38029
1219,16,2,6,55421,SAINT ANTHONY,MN,45.050434,-93.25007
1220,3,2,1,71913,HOT SPRINGS,AR,34.47056,-93.08805
1221,13,2,5,02186,MILTON,MA,42.253074,-71.07496
1222,6,2,1,78539,EDINBURG,TX,26.344128,-98.18011
1223,10,3,3,11355,FLUSHING,NY,40.749463,-73.81941
1224,4,2,1,76053,HURST,TX,32.821378,-97.181
1225,25,3,1,44820,BUCYRUS,OH,40.815179,-82.97091
1226,7,2,1,48827,EATON RAPIDS,MI,42.507093,-84.6579
1227,15,3,3,30281,STOCKBRIDGE,GA,33.547578,-84.21809
1228,4,2,1,57033,HARTFORD,SD,43.614888,-96.95463
1229,3,2,1,96797,WAIPAHU,HI,21.403487,-158.01389
1230,3,2,1,44833,GALION,OH,40.720869,-82.797
1231,17,5,3,34990,PALM CITY,FL,27.163485,-80.31267
1232,7,2,1,77304,CONROE,TX,30.33146,-95.50703
1233,4,2,2,33156,MIAMI,FL,25.66558,-80.30688
1234,7,2,1,32578,NICEVILLE,FL,30.500901,-86.45335
1235,54,3,24,87109,ALBUQUERQUE,NM,35.155811,-106.56662
1236,4,2,1,84401,WEST HAVEN,UT,41.224911,-111.98346
1237,15,3,2,80433,CONIFER,CO,39.514738,-105.31198
