source_npi,target_npi,sharedpats,community_id
5040521237,9566224631,2,4
5040521237,9569414294,2,4
5040521237,9590303799,2,
5040521237,9624811861,2,4
5040521237,9979265126,13,
6502930399,0009220759,2,
6502930399,0152053847,2,
6502930399,0281904675,2,
6502930399,0329757128,17,
6502930399,0358690140,2,
6502930399,0676719924,3,
6502930399,0788697815,2,5
6502930399,0888901330,16,
6502930399,0941734431,15,
6502930399,0972575834,2,5
6502930399,1052105939,20,
6502930399,1216443410,2,
6502930399,1256684163,2,
6502930399,1297479235,2,
6502930399,1302136370,4,
6502930399,1472172207,2,5
6502930399,1507715206,2,
6502930399,1725860914,2,
6502930399,1740420568,2,5
6502930399,1795768277,2,5
6502930399,1816946469,13,
6502930399,1969714836,2,
6502930399,2050213191,6,
6502930399,2052541087,11,
6502930399,2063057358,2,5
6502930399,2304570662,2,
6502930399,2326778253,2,
6502930399,2393787146,2,
6502930399,2499851935,3,
6502930399,2563696197,2,5
6502930399,2690462085,3,
6502930399,2866295111,8,
6502930399,2890864733,6,
6502930399,3076680639,2,
6502930399,3090139284,2,
6502930399,3108297979,3,
6502930399,3134566076,2,
6502930399,3249836612,2,5
6502930399,3256619602,2,
6502930399,3338420010,2,
6502930399,3339813753,2,
6502930399,3346519048,14,
6502930399,3464295046,2,
6502930399,3467114662,2,
6502930399,3471054399,2,
6502930399,3553212654,3,
6502930399,3554927377,2,
6502930399,3643009627,2,
6502930399,3655638626,3,
6502930399,3665692109,2,
6502930399,3959006734,2,5
6502930399,4283044689,2,5
6502930399,4387239033,2,
6502930399,4494736550,2,
6502930399,4558274068,2,
6502930399,4738818232,2,
6502930399,4781976460,2,
6502930399,4839609337,2,
6502930399,5032855400,4,
6502930399,5040521237,4,
6502930399,5154832822,2,
6502930399,5298984365,2,
6502930399,5546775825,2,
6502930399,5554267915,5,
6502930399,5734403746,2,
6502930399,5734761373,2,
6502930399,5944112229,2,
6502930399,6035410312,2,
6502930399,6095740914,2,
6502930399,6191437535,2,
6502930399,6241692689,2,
6502930399,6275597846,2,5
6502930399,6391497382,2,
6502930399,6471617401,3,
6502930399,6585316279,3,
6502930399,6630160452,2,
6502930399,6669234748,2,
6502930399,6684828519,2,
6502930399,6796651876,2,
6502930399,6858055920,2,5
6502930399,6996597613,2,
6502930399,7033194297,2,
6502930399,7058697667,5,
6502930399,7095762899,2,
6502930399,7132269719,3,
6502930399,7145306345,2,
6502930399,7308664422,2,5
6502930399,7410193484,4,
6502930399,7464436286,2,
6502930399,7725672236,2,
6502930399,7769703998,2,
6502930399,7961400834,7,
6502930399,8011510803,2,
6502930399,8013017860,2,
6502930399,8014698735,2,
6502930399,8132513718,2,
6502930399,8207899456,9,
6502930399,8697615823,4,5
6502930399,9062868639,2,
6502930399,9156290594,2,
6502930399,9384820819,3,
6502930399,9387254202,2,
6502930399,9501210990,2,5
6502930399,9647830500,2,
6502930399,9715940830,2,
6502930399,9762148833,3,
6502930399,9826776454,2,5
6502930399,9883675905,2,
6502930399,9900572834,2,
6502930399,9939786670,3,
6502930399,9960620589,2,
6502930399,9979265126,13,
7961400834,0118682021,2,
7961400834,0329757128,3,
7961400834,0500852079,2,
7961400834,0676719924,4,
7961400834,0726747522,2,
7961400834,0752327685,2,6
7961400834,0888901330,30,
7961400834,0941734431,6,
7961400834,0966564012,2,
7961400834,1024176525,2,
7961400834,1052105939,10,
7961400834,1070439332,3,
7961400834,1117051864,3,
7961400834,1256684163,8,
7961400834,1540495745,2,
7961400834,1620096677,2,6
7961400834,1725860914,2,
7961400834,1816946469,2,
7961400834,1895836797,2,
7961400834,1970848754,2,
7961400834,1973668724,5,
7961400834,2046416230,2,
7961400834,2052541087,20,
7961400834,2100835732,2,
7961400834,2309803125,2,
7961400834,2389760959,3,
7961400834,2393787146,2,
7961400834,2440921516,2,
7961400834,2499851935,2,
7961400834,2503159927,5,
7961400834,2715160578,2,
7961400834,2794077486,2,
7961400834,2827371504,2,
7961400834,2890864733,6,
7961400834,3090139284,2,
7961400834,3196014893,2,
7961400834,3256619602,2,
7961400834,3265059745,5,
7961400834,3274210469,2,
7961400834,3346519048,2,
7961400834,3472938413,2,6
7961400834,3517371403,5,
7961400834,3600029816,2,
7961400834,3747656594,4,
7961400834,3805698563,2,6
7961400834,3823649577,2,
7961400834,3981829636,2,
7961400834,4085672518,3,
7961400834,4332659805,6,
7961400834,4345160771,2,
7961400834,4450832998,2,
7961400834,4507973545,3,
7961400834,4691740891,2,
7961400834,4828669598,2,
7961400834,4899604811,2,
7961400834,5014194964,2,
7961400834,5040521237,10,
7961400834,5255293219,2,6
7961400834,5261502394,3,
7961400834,5402992630,2,
7961400834,5403533589,3,
7961400834,5465608074,2,
7961400834,5512727669,2,
7961400834,5527655168,3,
7961400834,5584721297,2,6
7961400834,5734403746,6,
7961400834,5756319563,2,
7961400834,5948078532,2,
7961400834,6193979003,2,
7961400834,6207630138,2,
7961400834,6229290839,2,
7961400834,6381448677,2,6
7961400834,6410476922,2,6
7961400834,6502930399,8,
7961400834,6585316279,2,
7961400834,6640005002,2,
7961400834,6656323883,2,
7961400834,6743157602,6,
7961400834,6856736907,2,6
7961400834,7004255106,2,
7961400834,7058697667,3,
7961400834,7168180005,2,
7961400834,7183629035,3,
7961400834,7269281641,2,
7961400834,8207899456,15,
7961400834,8314527239,2,
7961400834,8326597380,2,
7961400834,8393642049,2,
7961400834,8411898039,4,
7961400834,8535256571,3,
7961400834,8642239537,2,
7961400834,8750913314,2,
7961400834,8810255484,2,
7961400834,8954097087,2,
7961400834,9061302644,2,
7961400834,9095290749,2,
7961400834,9374559846,2,
7961400834,9409236092,2,
7961400834,9487679348,3,
7961400834,9532624300,2,
7961400834,9541426002,2,
7961400834,9590303799,2,
7961400834,9762148833,2,
7961400834,9979265126,23,
0008234489,3559353968,2,7
0008234489,3840762080,2,7
3559353968,0811155783,2,7
3559353968,2667283044,2,7
3559353968,4383916461,2,7
3559353968,6496338213,3,7
3840762080,0155266877,2,7
3840762080,3128638734,2,7
3840762080,3559353968,3,7
3840762080,4383916461,2,7
3840762080,6496338213,2,7
3840762080,7132269719,2,7
3840762080,9184282980,2,7
0009220759,0676719924,2,
0009220759,4738818232,2,8
0676719924,0650008768,2,
0676719924,0941734431,2,
0676719924,1033456526,3,
0676719924,1052105939,2,
0676719924,2050213191,2,
0676719924,2052541087,3,
0676719924,2503159927,2,
0676719924,2890864733,2,
0676719924,3265059745,2,
0676719924,4332659805,3,
0676719924,4738818232,2,
0676719924,6585316279,3,
0676719924,7961400834,3,
0676719924,8207899456,5,
0676719924,8208965993,2,
0676719924,9387254202,3,
0676719924,9979265126,2,
4738818232,0325673679,2,8
4738818232,3968575822,2,8
4738818232,5255033352,2,8
0011222535,6708745102,2,10
0011222535,6786469349,2,10
0011222535,8046226891,2,10
0011222535,9845708803,2,10
6786469349,0011222535,2,10
6786469349,0016762000,2,10
6786469349,1194614838,2,
6786469349,1623645714,3,10
6786469349,2866295111,2,
6786469349,3552796390,4,
6786469349,5111491524,3,
6786469349,6708745102,2,10
6786469349,6929221258,2,10
6786469349,7481398045,3,
6786469349,8045541577,2,10
6786469349,8046226891,2,10
6786469349,8225493606,3,10
6786469349,8684239824,2,10
6786469349,9095290749,2,10
6786469349,9310837531,2,10
6786469349,9845708803,3,10
6786469349,9900572834,2,
8046226891,0011222535,2,10
8046226891,3552796390,3,
8046226891,6708745102,2,10
8046226891,9845708803,2,10
9845708803,0011222535,2,10
9845708803,6708745102,2,10
0013330034,9762148833,2,11
9762148833,0216786834,2,11
9762148833,0888901330,3,
9762148833,0941734431,2,
9762148833,1052105939,2,
9762148833,2050213191,2,
9762148833,4252634390,2,11
9762148833,4828669598,3,
9762148833,5357695014,2,11
9762148833,6502930399,3,
9762148833,9387254202,2,
9762148833,9979265126,3,
0013350910,1722110757,2,12
0013350910,1855174239,2,12
0013350910,2319138512,2,12
0013350910,2395718238,2,12
0013350910,2452955093,2,12
0013350910,2953041346,2,12
0013350910,4378560471,2,12
0013350910,4454103412,3,12
0013350910,4508594421,2,12
0013350910,4672127405,2,12
0013350910,5345606443,2,12
0013350910,5866610461,2,12
0013350910,6594270945,2,12
0013350910,7107115698,2,12
0013350910,7786971911,2,12
0013350910,8902854299,2,12
0013350910,8911541760,3,12
0013350910,9253986151,2,12
1722110757,1788072428,2,12
1722110757,2395718238,2,12
1722110757,6588924371,2,12
1722110757,8459902614,2,12
1855174239,1722110757,2,12
1855174239,2395718238,2,12
1855174239,8902854299,2,12
1855174239,8911541760,2,12
2319138512,2452955093,2,12
2319138512,4508594421,2,12
2319138512,4672127405,2,12
2319138512,8911541760,2,12
2452955093,8911541760,2,12
2953041346,8911541760,2,12
4454103412,0280196853,3,12
4454103412,1659124997,2,12
4454103412,1722110757,2,12
4454103412,1855174239,2,12
4454103412,1920938385,2,12
4454103412,2319138512,2,12
4454103412,2410144858,2,12
4454103412,2452955093,2,12
4454103412,2798282654,2,12
4454103412,2953041346,2,12
4454103412,3813152557,2,12
4454103412,4508594421,2,12
4454103412,4672127405,4,12
4454103412,4912469729,2,12
4454103412,5345606443,2,12
4454103412,5805787060,2,12
4454103412,5866610461,2,12
4454103412,5946790993,2,12
4454103412,6594270945,2,12
4454103412,7273194476,2,12
4454103412,7786971911,2,12
4454103412,8902854299,3,12
4454103412,8911541760,4,12
4454103412,9253986151,2,12
4454103412,9809597399,2,12
4508594421,8911541760,2,12
4672127405,0013350910,2,12
4672127405,0280196853,2,12
4672127405,1722110757,2,12
4672127405,1855174239,2,12
4672127405,2452955093,2,12
4672127405,2798282654,2,12
4672127405,2953041346,2,12
4672127405,4454103412,2,12
4672127405,4508594421,2,12
4672127405,4912469729,2,12
4672127405,5345606443,2,12
4672127405,5805787060,2,12
4672127405,5866610461,2,12
4672127405,5946790993,2,12
4672127405,6594270945,2,12
4672127405,7273194476,2,12
4672127405,8034148652,2,12
4672127405,8902854299,3,12
4672127405,8911541760,4,12
5345606443,1855174239,2,12
5345606443,2593210978,2,12
5345606443,2953041346,2,12
5345606443,5805787060,2,12
5345606443,8911541760,2,12
6594270945,0280196853,3,12
6594270945,2953041346,2,12
6594270945,4454103412,2,12
6594270945,4672127405,2,12
6594270945,5345606443,2,12
6594270945,5866610461,2,12
6594270945,8902854299,2,12
6594270945,8911541760,2,12
7107115698,2452955093,2,12
7107115698,8911541760,2,12
8902854299,0013350910,2,12
8902854299,0280196853,3,12
8902854299,2953041346,2,12
8902854299,4454103412,2,12
8902854299,4672127405,2,12
8902854299,4912469729,2,12
8902854299,5345606443,2,12
8902854299,5866610461,2,12
8902854299,7273194476,2,12
8902854299,8911541760,3,12
8911541760,1722110757,2,12
0018037618,1854391923,2,13
1854391923,0018037618,2,13
0020023859,3454080118,2,14
0020023859,4332659805,2,14
4332659805,0431020968,2,14
4332659805,0676719924,3,
4332659805,0829208158,2,14
4332659805,0888901330,7,
4332659805,1019753945,2,
4332659805,1655189465,2,14
4332659805,1756767040,2,14
4332659805,1879685363,2,
4332659805,2052541087,5,
4332659805,2111584615,3,14
4332659805,2144652969,2,14
4332659805,2241050583,3,14
4332659805,2502206444,2,14
4332659805,2866295111,3,
4332659805,2888613563,3,14
4332659805,3149964648,2,14
4332659805,3265059745,2,
4332659805,3454080118,3,14
4332659805,3718379020,2,14
4332659805,4054068645,4,14
4332659805,4137579372,2,14
4332659805,4304750261,3,14
4332659805,4316270260,2,14
4332659805,4357312579,2,14
4332659805,4639554091,3,14
4332659805,4666734773,2,14
4332659805,4766009275,2,14
4332659805,4919655041,2,14
4332659805,5014194964,2,
4332659805,5255686079,4,14
4332659805,5604770516,5,14
4332659805,5653333456,2,14
4332659805,5700590296,2,14
4332659805,5948078532,4,
4332659805,6207630138,2,
4332659805,6282231866,4,14
4332659805,6367195423,2,14
4332659805,6433779693,3,14
4332659805,6605895467,4,
4332659805,6607931552,2,14
4332659805,6769139578,2,14
4332659805,7153873320,2,14
4332659805,7168180005,3,
4332659805,7239621778,2,14
4332659805,7347079732,2,14
4332659805,7457458408,2,14
4332659805,7961400834,3,
4332659805,8192576713,2,14
4332659805,8207899456,5,
4332659805,8226288448,3,14
4332659805,8272659637,2,14
4332659805,8439029980,3,14
4332659805,8920230315,3,14
4332659805,9085673586,2,14
4332659805,9157621598,3,14
4332659805,9228518939,3,
4332659805,9519796161,5,14
4332659805,9637437117,2,14
4332659805,9639864032,2,14
4332659805,9668069136,2,14
4332659805,9900572834,2,
4332659805,9979265126,3,
0020663231,7585311702,2,7
7585311702,2761733575,2,7
0027409610,1916403571,2,15
0029881154,5554267915,2,16
5554267915,0011222535,2,
5554267915,0184940435,2,
5554267915,0234128949,2,
5554267915,0329757128,4,
5554267915,0479815821,5,
5554267915,0723387986,2,
5554267915,0941734431,5,
5554267915,1052105939,3,
5554267915,1134597175,2,
5554267915,1500169510,3,
5554267915,1816946469,3,
5554267915,2189895227,2,
5554267915,2639271506,3,
5554267915,2657782194,2,16
5554267915,2866295111,10,
5554267915,2918675273,2,
5554267915,3177196045,2,
5554267915,3360484816,3,
5554267915,3552796390,8,
5554267915,3598084283,2,16
5554267915,3655638626,2,
5554267915,3695218965,2,
5554267915,3895932712,2,
5554267915,3896414439,2,
5554267915,4482363487,3,
5554267915,4902823374,2,
5554267915,5038386362,7,
5554267915,5116491455,2,
5554267915,5261502394,3,
5554267915,5340785586,2,
5554267915,5388802217,2,16
5554267915,5546775825,5,
5554267915,5667946825,2,
5554267915,5774766092,2,
5554267915,5872770182,3,
5554267915,6027867186,3,
5554267915,6030009494,2,
5554267915,6116278565,3,
5554267915,6168250123,3,
5554267915,6207630138,2,
5554267915,6502930399,2,
5554267915,6585316279,3,
5554267915,6723481261,2,
5554267915,6743157602,2,
5554267915,6786469349,2,
5554267915,6804338533,4,
5554267915,7058697667,2,
5554267915,7132269719,7,
5554267915,7183629035,2,
5554267915,7286448169,2,
5554267915,7317866481,2,
5554267915,7481398045,3,
5554267915,7504176444,2,16
5554267915,7893698675,2,16
5554267915,8044625002,2,16
5554267915,8109244214,2,16
5554267915,8207899456,3,
5554267915,8220364673,2,16
5554267915,8221051007,2,16
5554267915,8399822608,3,
5554267915,8697615823,2,
5554267915,8710318514,2,
5554267915,9095290749,3,
5554267915,9156290594,4,16
5554267915,9306672778,2,
5554267915,9499475270,2,
5554267915,9583822818,2,
5554267915,9900572834,11,
5554267915,9943567290,2,
0032016756,1073195688,2,17
0032016756,1810939522,2,
0032016756,1891348325,2,17
0032016756,2295839699,2,17
0032016756,4415281831,2,17
0032016756,5327872967,2,17
0032016756,7099156666,2,17
0032016756,7224738787,2,17
0032016756,7288335467,2,17
0032016756,7374350287,2,17
0032016756,7401181783,2,17
0032016756,7854112967,2,17
0032016756,8326040393,2,17
0032016756,9019522293,2,17
0032016756,9390845018,2,17
1810939522,0032016756,2,
1810939522,0660015471,2,18
1810939522,8928473800,2,18
2295839699,8290551964,2,17
5327872967,7374350287,2,17
7099156666,1073195688,2,17
7288335467,0032016756,2,17
7288335467,1073195688,2,17
7288335467,4483347369,2,17
7288335467,5327872967,2,17
7288335467,6180687144,2,17
7288335467,7099156666,2,17
7288335467,7224738787,2,17
7288335467,7374350287,2,17
7288335467,8326040393,2,17
7288335467,9390845018,2,17
7854112967,3458152592,2,17
8326040393,5327872967,2,17
8326040393,7374350287,2,17
8326040393,9390845018,2,17
9390845018,7374350287,2,17
0038180756,0594418440,2,19
0594418440,0038180756,2,19
0038565104,1620096677,2,6
0039312113,1504077679,2,20
0039312113,4468897019,2,20
1504077679,2584638480,2,20
1504077679,4468897019,3,20
4468897019,0039312113,2,20
4468897019,0097562559,2,20
4468897019,0215381510,2,20
4468897019,0221840958,4,
4468897019,0842848271,3,20
4468897019,0992980036,2,20
4468897019,1504077679,4,20
4468897019,1595846625,2,20
4468897019,1889400795,3,20
4468897019,1973668724,4,
4468897019,2188113426,5,20
4468897019,2194112205,2,
4468897019,2649766040,2,20
4468897019,2657297073,3,20
4468897019,2962952197,2,
4468897019,3115990163,2,20
4468897019,3134566076,6,20
4468897019,3372756984,2,20
4468897019,3790372393,2,20
4468897019,3796478888,2,20
4468897019,3813703304,3,20
4468897019,4500691180,4,
4468897019,4669133701,2,
4468897019,5203499768,3,20
4468897019,5470633881,2,20
4468897019,6307979759,2,20
4468897019,6332264168,2,20
4468897019,7183629035,2,
4468897019,7414060303,2,
4468897019,7611002697,2,20
4468897019,7611012531,2,
4468897019,7730529893,2,20
4468897019,7790633378,7,
4468897019,7980904526,2,20
4468897019,8340644090,2,20
4468897019,8422714088,2,20
4468897019,8709958036,2,
4468897019,9321465077,2,20
4468897019,9442367157,2,20
4468897019,9454495538,6,20
0039334330,2046416230,2,15
0039334330,5203428899,2,15
0039334330,5403533589,2,15
0039334330,5527655168,2,15
0039334330,7955454931,2,15
0039334330,8314527239,2,15
0039334330,8454379848,2,15
0039334330,9487679348,2,15
2046416230,3705842585,2,15
2046416230,5203428899,2,15
2046416230,5403533589,2,15
2046416230,5527655168,3,15
2046416230,7955454931,2,15
2046416230,8314527239,2,15
2046416230,8454379848,2,15
2046416230,9487679348,2,15
5203428899,2046416230,2,15
5203428899,8314527239,2,15
5203428899,8454379848,2,15
5403533589,0474966839,2,15
5403533589,0531874984,2,15
5403533589,0888901330,2,
5403533589,1916403571,2,15
5403533589,2046416230,3,15
5403533589,3705842585,2,15
5403533589,4507973545,2,15
5403533589,5203428899,2,15
5403533589,5527655168,3,15
5403533589,6418486072,2,15
5403533589,7535332565,2,15
5403533589,7955454931,3,15
5403533589,7961400834,2,
5403533589,8207899456,2,
5403533589,8314527239,4,15
5403533589,8454379848,2,15
5403533589,9003360549,2,15
5403533589,9487679348,4,15
5403533589,9979265126,3,
5527655168,0039334330,2,15
5527655168,0474966839,2,15
5527655168,2046416230,2,15
5527655168,2664813512,2,15
5527655168,4602623761,2,15
5527655168,5203428899,2,15
5527655168,5402992630,2,15
5527655168,5403533589,3,15
5527655168,7886711101,2,15
5527655168,7955454931,3,15
5527655168,8207899456,2,
5527655168,8314527239,3,15
5527655168,8454379848,2,15
5527655168,9487679348,3,15
5527655168,9979265126,2,
7955454931,0474966839,2,15
7955454931,0531874984,2,15
7955454931,0888901330,2,
7955454931,2046416230,2,15
7955454931,4602623761,2,15
7955454931,5203428899,2,15
7955454931,6418486072,2,15
7955454931,8314527239,2,15
7955454931,8454379848,2,15
8314527239,0058105397,2,15
8314527239,0087185949,2,15
8314527239,1628086409,2,15
8314527239,2046416230,3,15
8314527239,5402992630,2,15
8314527239,5403533589,3,15
8314527239,5527655168,4,15
8314527239,6418486072,2,15
8314527239,7955454931,2,15
8314527239,7961400834,2,
8314527239,8393353893,2,15
8314527239,9487679348,3,15
8454379848,0474966839,2,15
8454379848,2046416230,2,15
8454379848,2373972434,2,15
8454379848,5203428899,2,15
8454379848,8314527239,2,15
9487679348,2046416230,2,15
9487679348,3705842585,2,15
9487679348,5203428899,2,15
9487679348,5403533589,3,15
9487679348,5527655168,4,15
9487679348,7955454931,2,15
9487679348,8314527239,3,15
9487679348,8454379848,2,15
0041708942,7058697667,2,21
0041708942,7587868155,2,
7058697667,0329757128,4,
7058697667,0621818216,2,21
7058697667,0941734431,3,
7058697667,1052105939,10,
7058697667,1070439332,2,
7058697667,1077426146,2,21
7058697667,1117051864,4,
7058697667,1733948603,2,
7058697667,2052541087,4,
7058697667,2503159927,2,
7058697667,2741968419,2,21
7058697667,2866295111,4,
7058697667,3265059745,2,
7058697667,3346519048,4,
7058697667,3439081974,2,
7058697667,3462405183,2,
7058697667,3665692109,2,
7058697667,3981829636,4,
7058697667,4345160771,3,
7058697667,5032855400,2,
7058697667,5546775825,3,
7058697667,5734220498,2,
7058697667,5734403746,4,
7058697667,6320372776,2,
7058697667,6502930399,4,
7058697667,7132269719,4,
7058697667,7587868155,2,
7058697667,7961400834,4,
7058697667,8005990519,2,
7058697667,8207899456,6,
7058697667,8411898039,2,
7058697667,8418154571,2,
7058697667,9095290749,2,
7058697667,9135844692,2,21
7058697667,9387254202,2,
7058697667,9979265126,6,
7587868155,0585250464,2,7
7587868155,0941734431,2,
7587868155,1052105939,3,
7587868155,1422634251,5,7
7587868155,1735084705,3,7
7587868155,1998309494,2,7
7587868155,2581448272,3,7
7587868155,2987028799,2,7
7587868155,3346519048,3,
7587868155,3413094726,2,
7587868155,3554928872,2,7
7587868155,3762617280,2,7
7587868155,4320310938,2,7
7587868155,4457402347,2,7
7587868155,5354288250,2,
7587868155,6723481261,2,
7587868155,7058697667,2,
7587868155,7132269719,8,7
7587868155,8207899456,2,
7587868155,8698467005,3,
7587868155,9637986555,2,7
0041934550,3552796390,2,
0041934550,7481398045,2,22
3552796390,0011222535,2,
3552796390,0016762000,2,
3552796390,0019986015,2,23
3552796390,0162137630,2,
3552796390,0184940435,2,23
3552796390,0240596123,2,
3552796390,0250584036,7,
3552796390,0268513169,2,
3552796390,0332643744,3,
3552796390,0357978237,4,23
3552796390,0441246005,2,
3552796390,0493191639,2,23
3552796390,0496446360,2,23
3552796390,0707278135,4,
3552796390,0723387986,2,
3552796390,0743384781,3,
3552796390,0838634381,2,23
3552796390,0888901330,3,
3552796390,0924164872,2,
3552796390,0974975229,2,23
3552796390,1052037734,2,
3552796390,1134597175,2,
3552796390,1248871950,2,
3552796390,1256605485,2,23
3552796390,1308731628,5,
3552796390,1427665018,2,
3552796390,1435491820,2,23
3552796390,1469495819,2,23
3552796390,1907186826,2,23
3552796390,1911758586,2,
3552796390,2150853459,7,
3552796390,2199246172,3,
3552796390,2262972715,2,
3552796390,2328711810,4,
3552796390,2484358033,3,
3552796390,2547018389,2,23
3552796390,2552039247,3,
3552796390,2680370641,2,23
3552796390,2847646071,2,
3552796390,2866295111,10,
3552796390,2884158959,2,
3552796390,2906535860,2,
3552796390,2918675273,9,
3552796390,2921507867,2,
3552796390,2969575456,2,
3552796390,2989467602,6,
3552796390,3177196045,5,
3552796390,3204358873,4,
3552796390,3265059745,2,
3552796390,3358924264,2,
3552796390,3360484816,7,
3552796390,3418367781,2,
3552796390,3655638626,6,
3552796390,3683810319,2,23
3552796390,3733829210,6,
3552796390,3779514312,2,
3552796390,3895932712,3,
3552796390,3896414439,4,
3552796390,3919999452,2,23
3552796390,3927867656,2,23
3552796390,3955837695,2,
3552796390,4023883735,4,23
3552796390,4142990030,4,
3552796390,4157964081,2,23
3552796390,4272656442,2,23
3552796390,4292547686,2,23
3552796390,4302959919,2,
3552796390,4348729757,2,23
3552796390,4463900823,2,
3552796390,4469530025,2,
3552796390,4482363487,7,
3552796390,4594453407,3,
3552796390,4646330217,2,23
3552796390,4649882216,2,
3552796390,4706802724,5,
3552796390,4798198628,2,
3552796390,4902823374,2,
3552796390,4927065966,2,
3552796390,5013567286,2,
3552796390,5038386362,2,
3552796390,5111491524,20,
3552796390,5112705256,2,
3552796390,5116491455,3,
3552796390,5161262929,2,
3552796390,5185380184,2,
3552796390,5218143838,3,
3552796390,5261502394,2,
3552796390,5312705563,2,23
3552796390,5357795965,2,
3552796390,5382001495,3,
3552796390,5460515374,2,
3552796390,5473632498,2,
3552796390,5546775825,4,
3552796390,5554267915,5,
3552796390,5614528225,2,
3552796390,5667149971,2,23
3552796390,5730655270,8,
3552796390,5831002511,2,23
3552796390,5859830382,12,
3552796390,5872770182,8,
3552796390,5896135049,2,
3552796390,5935623955,2,
3552796390,5987465528,2,23
3552796390,5999204169,4,
3552796390,6003910152,2,23
3552796390,6027867186,16,
3552796390,6114036615,7,
3552796390,6116278565,2,
3552796390,6168250123,8,
3552796390,6200113117,7,
